,name,img url,ingredients,recipe,garnish,notes,url
401,Pearl Harbor,https://recipe.awesomedrinks.com/media/cocktails/pearl_harbor.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Vodka'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Midori Melon Liqueur'}, {'amount': '150.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '3', 'unit': 'dashes', 'name': 'Rhubarb Bitters'}]","Add ice to a lowball or highball, then add vodka over the ice followed by midori liqueur. Top with the pinepple juice and either stir it (for it to taste great) or leave it layered (to look great).

Want to add a more interesting twist? Add Fee Brothers Rhubarb Bitters for a great spring time flare.
Common Man Cocktails",None,Pineapple and melon flavor profile with a refreshing moderate sweetness,https://recipe.awesomedrinks.com/recipe/pearl-harbor/
402,Planter's Punch,https://recipe.awesomedrinks.com/media/cocktails/planters-punch.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Dark Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Grenadine'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '4', 'unit': 'dashes', 'name': 'Angostura bitters'}]","Add all ingredients into a cocktail shaker with ice and shake for 15 seconds and strain into a chilled coupe glass. Use your favorite dark rum for this recipe, we love Plantation Original Dark for this build.
source unknown",None,Foamy Fruity flavors mingled with molasses forward dark rum with a juicy tropical loveliness.,https://recipe.awesomedrinks.com/recipe/planters-punch/
403,Pusser's Painkiller ™,https://recipe.awesomedrinks.com/media/cocktails/painkiller.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': ""Pusser's Rum""}, {'amount': '120.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Coco Lopez - Cream of Coconut'}]","Add all ingredients to a cocktail shaker with ice and shake for 15 seconds. Strain over fresh ice into an old fashioned glass and garnish with a liberal amount of nutmeg.
Daphne Henderson",Nutmeg,"Smooth mouthfeel like that of a blended drink, with coconut dominating, rum on the back end and a lovely nutmeg aromatic, on the sweeter side. Not too unlike a pina colada.",https://recipe.awesomedrinks.com/recipe/pussers-painkiller-tm/
404,Rum Runner,https://recipe.awesomedrinks.com/media/cocktails/rum-runner.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Chambord / Raspberry Liqueur'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Banana liqueur'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '1', 'unit': 'splash', 'name': 'Grenadine'}]","Add everything into a cocktail shaker and shake it all for 10 to 15 seconds and strain into a tall glass. Garnish with an orange wheel.
source unknown",Orange Wheel,"Raspberry candy with a little banana filling; This is a potent number, you can taste the alcohol.",https://recipe.awesomedrinks.com/recipe/rum-runner/
405,Salty Dog,https://recipe.awesomedrinks.com/media/cocktails/salty_dog.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'London Dry Gin'}, {'amount': '120.0', 'unit': 'ml', 'name': 'Fresh grapefruit juice'}, {'amount': '4', 'unit': 'barspoons', 'name': 'Course Sea Salt'}]","Rim a tall glass with salt and set aside. Shake gin and grapefruit juice vigorously in a cocktail shaker for 10 seconds and strain over ice into your tall rimmed glass. Garnish with a quarter slice of grapefruit and serve.
Home Cocktail Menu",Grapefruit Slice,Light flavor of juniper and lightly tart fleshy grapefruit flavor.,https://recipe.awesomedrinks.com/recipe/salty-dog/
406,Social Season,https://recipe.awesomedrinks.com/media/cocktails/social_season_700x700.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Gin'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Aperol'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Yellow Chartreuse'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}]","Add all ingredients to a cocktail shaker with ice and shake it for 12 seconds, strain it over crushed ice, then add a bit of crushed ice on the top.
Boston Tiki Party",None,"A light bitter aperol, a flavorful sweet passion fruit, light tart, lots of flavors going on",https://recipe.awesomedrinks.com/recipe/social-season/
407,Steve's Rum Barrel,https://recipe.awesomedrinks.com/media/cocktails/Steves_Rum_Barrel.png.300x300_q85_crop.jpg,"[{'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh grapefruit juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Honey Syrup / Mix'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Dark Jamaican rum'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Light Puerto Rican Rum'}, {'amount': '1', 'unit': 'dash', 'name': 'Pernod / Absinthe'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}, {'amount': '1', 'unit': 'dash', 'name': 'Almond Extract'}]","Add all ingredients to an immersion blender with crushed ice, dump into a tiki mug. For Pernod (Absinthe) do 6 drops (roughly 1 dash), for almond extract, do 3 drops (or around that, maybe a dash)
Jeff Berry's REMIXED",None,"A bit strong on potency, a mild bitter, not too sweet, not too sour, lots of tropical flavor with a light honey finish",https://recipe.awesomedrinks.com/recipe/steves-rum-barrel/
408,Tequila Sour,https://recipe.awesomedrinks.com/media/cocktails/tequila-sour.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Reposado Tequila'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Agave nectar'}, {'amount': '3', 'unit': 'dashes', 'name': 'Bittercube Chipotle Cacao Bitters'}, {'amount': '1', 'unit': '', 'name': 'Egg White'}]","Add all ingredients into a cocktail shaker and dry shake (without ice) aggressively for 15 seconds. Add ice and shake again for 15 seconds then double strain into an old fashioned glass (ice optional). Add three dots of bitters for presentation and serve.
source unknown",Three bitter dots for presentation,"Lightly dry citrus meets agave with cinnamon spice, cacao and lingering tequila.",https://recipe.awesomedrinks.com/recipe/tequila-sour/
409,The Dorchester,https://recipe.awesomedrinks.com/media/cocktails/dorchester.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'London Dry Gin'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh grapefruit juice'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Maraschino Liqueur'}]","Shake all ingredients vigorously in a cocktail shaker for 10 seconds and strain into a chilled Nick & Nora glass or martini glass. Garnish with a grapefruit twist and serve.
Home Cocktail Menu",Grapefruit Twist,"Floral forward herbal flavor, mid-palate citrus acidity, finishing of juniper, sweet herbaceous linger.",https://recipe.awesomedrinks.com/recipe/the-dorchester/
410,The Vesper,https://recipe.awesomedrinks.com/media/cocktails/the-vesper.jpg.300x300_q85_crop.jpg,"[{'amount': '90.0', 'unit': 'ml', 'name': 'London Dry Gin'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Vodka'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Lillet Blanc'}]","Chill a large coupe glass with water and ice; set aside.

Add cocktail ingredients to a cocktail shaker with ice and shake aggressively for 10 seconds. Dump ice and water from your glass and double strain (to remove ice shards) contents of the shaker into your chilled glass.

Garnish with a lemon peel and serve.

If you can't find Lillet Blanc, you can substitute Cocchi Americano.
Home Cocktail Menu",Lemon Zest,Strong and direct gin with a hint of bitter bite; not for the weak at heart.,https://recipe.awesomedrinks.com/recipe/the-vesper/
411,The White Walker,https://recipe.awesomedrinks.com/media/cocktails/white_walker.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Pineapple Juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Cinnamon syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Simple syrup'}]","Add all ingredients into a cocktail shaker with ice and shake aggressively before dumping contents into a highball glass or pilsner class (if you make multiple batches). Top with crushed ice and garnish with your favorite tropical fruits and/or pineapple leaves.
Dan Rook, South Water Kitchen, Chicago",Tropical Fruits,Flavorful pineapple and light cinnamon notes playing off the quality of your rums,https://recipe.awesomedrinks.com/recipe/the-white-walker-cocktail/
412,Trinidad Sour,https://recipe.awesomedrinks.com/media/cocktails/trinidad-sour.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Angostura bitters'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Rye Whiskey'}]","Chill a large coupe glass with water and ice; set aside.

Add cocktail ingredients to a cocktail shaker with ice and shake for 10 seconds. Dump ice and water from your glass and strain contents of the shaker into your chilled glass.

If you fall in love with a Trinidad sour, we suggest a 16 oz bottle of angostura bitters as you'll be going through bitters quickly.
Home Cocktail Menu",None,"Bitter clove, allspice, nutmeg and other trade spices with just the right amount of balance",https://recipe.awesomedrinks.com/recipe/trinidad-sour/
413,Whiskey Sour,https://recipe.awesomedrinks.com/media/cocktails/whiskey_sour.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Bourbon Whiskey'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Simple syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Egg White'}, {'amount': '1', 'unit': 'pinch', 'name': 'Salt'}]","Add ingredients to a shaker tin with ice and shake for 10 seconds. Strain into a chilled lowball glass and serve. Egg White is optional (technically that makes it a Boston Sour, but it's a fantastic edition).

If using egg whites, use the dry shake method (shake all ingredients without ice aggressively for 20-seconds then add ice and shake for 15 seconds).
Home Cocktail Menu",None,A mingling of citrus and whiskey and a silky smooth texture that ends off-dry.,https://recipe.awesomedrinks.com/recipe/whiskey-sour/
414,Wise Oaxacan Mule,https://recipe.awesomedrinks.com/media/cocktails/wise-oaxacan-mule.jpg.300x300_q85_crop.jpg,"[{'amount': '10', 'unit': '', 'name': 'Ginger Pieces'}, {'amount': '10', 'unit': '', 'name': 'Sage Leaves'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Bourbon Whiskey'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Mezcal'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Honey Syrup / Mix'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Ginger Beer'}]","Muddle the honey, ginger, lemon and sage. Add whiskey and mezcal. Shake and strain with tea strainer into a cup filled with crushed ice. Top with the ginger beer and garnish with sage sprig.
Jennifer Schommer",Sage Sprig,Smoky and oaky sage and refreshing chilled spicy ginger zing.,https://recipe.awesomedrinks.com/recipe/wise-oaxacan-mule/
415,Age of Aquarius,https://recipe.awesomedrinks.com/media/cocktails/AgeofAquarius700x700.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Mezcal'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Honey Syrup / Mix'}, {'amount': '1', 'unit': 'barspoon', 'name': 'Campari'}]","Add all ingredients except Campari to your shaker tin with ice, and shake for 15 seconds. Strain over crushed ice into an old fashioned glass. Float Campari on top, roughly one-fifth of an ounce or around a bar spoon.
Devojka",Mint Sprig,"Starts sweet, moves to sour and tart with tail end of smokey and bitter yet mildly sweet.",https://recipe.awesomedrinks.com/recipe/age-of-aquarius/
416,Aztec Sacrifice,https://recipe.awesomedrinks.com/media/cocktails/aztec_sacrifice.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Anejo Tequila'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Amaretto'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Ginger Beer'}, {'amount': '8', 'unit': 'dashes', 'name': 'Bittercube Chipotle Cacao Bitters'}]","Add all ingredients but ginger beer to a cocktail shaker with ice and shake for 15 seconds. Strain into a chilled nick and nora glass and top with ginger beer.
Common Man Cocktails",None,"A spicy ginger zing, a spicy bite of mole flavor and smooth tequila with a nice balance of sweet and tart, slight tiki tropic flavor.",https://recipe.awesomedrinks.com/recipe/aztec-sacrifice/
417,Hurricane,https://recipe.awesomedrinks.com/media/cocktails/hurricane.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Dark Rum'}, {'amount': '60.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Fresh orange juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '1', 'unit': 'barspoon', 'name': 'Grenadine'}]","Add all ingredients into a cocktail shaker with ice and shake for 15 seconds. Strain into an iced Hurricane Glass or Hi-Ball. Garnish and serve.
source unknown",Orange slice and cherry,A flavorful fruit blend with a tart profile and a mild sour bite.,https://recipe.awesomedrinks.com/recipe/hurricane/
418,Luau,https://recipe.awesomedrinks.com/media/cocktails/luau.jpg.300x300_q85_crop.jpg,"[{'amount': '22.5', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Aged Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Overproof Rum / 151'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Fresh lime juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '7.5', 'unit': 'ml', 'name': 'Orgeat / Almond syrup'}, {'amount': '1', 'unit': 'dash', 'name': 'Angostura bitters'}]","Add contents to a cocktail shaker with ice (or crushed ice) and shake aggressively for ten seconds. You can either pour over fresh crushed ice or dump right into your tiki mug. Serve!
To impress, garnish with orchids and citrus and an umbrella.
Gerry Corcoran",None,"Rich and tangy flavor, floral and full of flavors and a bit of finishing bite.",https://recipe.awesomedrinks.com/recipe/luau/
419,Passion Fruit Daiquiri,https://recipe.awesomedrinks.com/media/cocktails/passion-fruit-daiquiri.jpg.300x300_q85_crop.jpg,"[{'amount': '60.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}]","Build all ingredients in a cocktail shaker with ice and shake for 15 seconds, strain into your coupe glass and serve.
Eric Scott",None,Borders on the line of sour to super sour passion fruit tartness with lingering lime finish.,https://recipe.awesomedrinks.com/recipe/passion-fruit-daiquiri/
420,Pieces of Eight,https://recipe.awesomedrinks.com/media/cocktails/pieces-of-eight.jpg.300x300_q85_crop.jpg,"[{'amount': '45.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '45.0', 'unit': 'ml', 'name': 'Light Rum'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '22.5', 'unit': 'ml', 'name': 'Fresh lime juice'}]","Build all ingredients in your cocktail shaker with crushed ice. Shake quickly for about five seconds and dump contents into a tall glass and garnish.
Beachbum Berry Remixed, A Gallery of Tiki Drinks",Lemon and Lime Wheel,Flavorful passion fruit balanced against sour citrus notes and a driving rum flavor. Delicious tropical appeal.,https://recipe.awesomedrinks.com/recipe/pieces-of-eight/
421,Port Light,https://recipe.awesomedrinks.com/media/cocktails/port-light.jpg.300x300_q85_crop.jpg,"[{'amount': '30.0', 'unit': 'ml', 'name': 'Fresh lemon juice'}, {'amount': '30.0', 'unit': 'ml', 'name': 'Bourbon Whiskey'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Passion fruit syrup'}, {'amount': '15.0', 'unit': 'ml', 'name': 'Grenadine'}, {'amount': '240.0', 'unit': 'ml', 'name': 'Ice'}]","Build in blender with crushed ice, blend 5 seconds, dump into old fashioned glass and top with more crushed ice.
Beachbum Berry Remixed, A Gallery of Tiki Drinks",Garnish with bamboo pick with a bourbon cherry hanging off.,flavorful and yummies,https://recipe.awesomedrinks.com/recipe/port-light/
